mapId	group	levelIndex	levelLimit	nextMapId	dependMap	rewardItem	monsterId(headPic)	name	monsterLevel	isBoss	quality	stageName	exp	coin
204003	2	3	40	204004	204002	30000_90002_3,30000_90003_1,40000_50450045_1,40000_50401055_1,30000_11001_1	2040031	角斗士里奥	41	1	5	敏捷试炼（40）	1000	1000
204004	2	3	40	204005	204003	30000_90002_3,30000_90003_1,40000_50450075_1,40000_50401065_1,30000_11001_1	2040041	荒野游侠	41	0	1	敏捷试炼（40）	1000	1000
204005	2	3	40	204006	204004	30000_90002_3,30000_90003_1,40000_50450035_1,40000_50402065_1,30000_11001_1	2040051	憾地者	41	0	1	敏捷试炼（40）	1000	1000
204006	2	3	40	204007	204005	30000_90002_3,30000_90003_1,40000_50450095_1,40000_50402055_1,30000_11001_1	2040061	拉兹	42	1	5	敏捷试炼（40）	1040	1040
204007	2	3	40	204008	204006	30000_90002_3,30000_90003_1,40000_50450015_1,40000_50452065_1,30000_11001_1	2040071	塔克	42	0	1	敏捷试炼（40）	1040	1040
204008	2	3	40	204009	204007	30000_90002_3,30000_90003_1,40000_50450085_1,40000_50400035_1,30000_11001_1	2040081	狂野安东尼	43	0	1	敏捷试炼（40）	1080	1080
204009	2	3	40	0	204008	30000_90002_3,30000_90003_1,40000_50452055_1,40000_50403055_1,30000_11001_1	2040091	巡林者瑞克	44	1	5	敏捷试炼（40）	1120	1120
204501	2	4	45	204502	0	30000_90002_3,30000_90003_1,40000_50500045_1,40000_50452065_1,30000_11001_1	2045011	猎人幻象	45	0	1	敏捷试炼（45）	1160	1160
204502	2	4	45	204503	204501	30000_90002_3,30000_90003_1,40000_50500075_1,40000_50451065_1,30000_11001_1	2045021	法力风暴	45	0	1	敏捷试炼（45）	1160	1160
204503	2	4	45	204504	204502	30000_90002_3,30000_90003_1,40000_50500025_1,40000_50452055_1,30000_11001_1	2045031	角斗士里奥	46	1	5	敏捷试炼（45）	1200	1200
204504	2	4	45	204505	204503	30000_90002_3,30000_90003_1,40000_50500105_1,40000_50453055_1,30000_11001_1	2045041	荒野游侠	46	0	1	敏捷试炼（45）	1200	1200
204505	2	4	45	204506	204504	30000_90002_3,30000_90003_1,40000_50500095_1,40000_50451055_1,30000_11001_1	2045051	憾地者	46	0	1	敏捷试炼（45）	1200	1200
204506	2	4	45	204507	204505	30000_90002_3,30000_90003_1,40000_50500085_1,40000_50453065_1,30000_11001_1	2045061	拉兹	47	1	5	敏捷试炼（45）	1240	1240
204507	2	4	45	204508	204506	30000_90002_3,30000_90003_1,40000_50500035_1,40000_50502066_1,30000_11001_1	2045071	塔克	47	0	1	敏捷试炼（45）	1240	1240
204508	2	4	45	204509	204507	30000_90002_3,30000_90003_1,40000_50500015_1,40000_50450035_1,30000_11001_1	2045081	狂野安东尼	48	0	1	敏捷试炼（45）	1280	1280
204509	2	4	45	0	204508	30000_90002_3,30000_90003_1,40000_50502056_1,40000_50450015_1,30000_11001_1	2045091	巡林者瑞克	49	1	5	敏捷试炼（45）	1320	1320
205001	2	5	50	205002	0	30000_90002_3,30000_90003_1,40000_50550045_1,40000_50502065_1,30000_11001_1	2050011	猎人幻象	50	0	1	敏捷试炼（50）	1360	1360
205002	2	5	50	205003	205001	30000_90002_3,30000_90003_1,40000_50550015_1,40000_50501055_1,30000_11001_1	2050021	法力风暴	50	0	1	敏捷试炼（50）	1360	1360
205003	2	5	50	205004	205002	30000_90002_3,30000_90003_1,40000_50550105_1,40000_50503055_1,30000_11001_1	2050031	角斗士里奥	51	1	5	敏捷试炼（50）	1400	1400
205004	2	5	50	205005	205003	30000_90002_3,30000_90003_1,40000_50550075_1,40000_50503065_1,30000_11001_1	2050041	荒野游侠	51	0	1	敏捷试炼（50）	1400	1400
205005	2	5	50	205006	205004	30000_90002_3,30000_90003_1,40000_50550085_1,40000_50552066_1,30000_11001_1	2050051	憾地者	51	0	1	敏捷试炼（50）	1400	1400
205006	2	5	50	205007	205005	30000_90002_3,30000_90003_1,40000_50550035_1,40000_50500035_1,30000_11001_1	2050061	拉兹	52	1	5	敏捷试炼（50）	1440	1440
205007	2	5	50	205008	205006	30000_90002_3,30000_90003_1,40000_50550025_1,40000_50501065_1,30000_11001_1	2050071	塔克	52	0	1	敏捷试炼（50）	1440	1440
205008	2	5	50	205009	205007	30000_90002_3,30000_90003_1,40000_50550095_1,40000_50500015_1,30000_11001_1	2050081	狂野安东尼	53	0	1	敏捷试炼（50）	1480	1480
205009	2	5	50	0	205008	30000_90002_3,30000_90003_1,40000_50552055_1,40000_50502055_1,30000_11001_1	2050091	巡林者瑞克	54	1	5	敏捷试炼（50）	1520	1520
205501	2	6	55	205502	0	30000_90002_3,30000_90003_1,40000_50600025_1,40000_50550035_1,30000_11001_1	2055011	猎人幻象	55	0	1	敏捷试炼（55）	1560	1560
205502	2	6	55	205503	205501	30000_90002_3,30000_90003_1,40000_50600105_1,40000_50553055_1,30000_11001_1	2055021	法力风暴	55	0	1	敏捷试炼（55）	1560	1560
205503	2	6	55	205504	205502	30000_90002_3,30000_90003_1,40000_50600045_1,40000_50602065_1,30000_11001_1	2055031	角斗士里奥	56	1	5	敏捷试炼（55）	1600	1600
205504	2	6	55	205505	205503	30000_90002_3,30000_90003_1,40000_50600035_1,40000_50553065_1,30000_11001_1	2055041	荒野游侠	56	0	1	敏捷试炼（55）	1600	1600
205505	2	6	55	205506	205504	30000_90002_3,30000_90003_1,40000_50600095_1,40000_50551055_1,30000_11001_1	2055051	憾地者	56	0	1	敏捷试炼（55）	1600	1600
205506	2	6	55	205507	205505	30000_90002_3,30000_90003_1,40000_50600075_1,40000_50550015_1,30000_11001_1	2055061	拉兹	57	1	5	敏捷试炼（55）	1640	1640
205507	2	6	55	205508	205506	30000_90002_3,30000_90003_1,40000_50600015_1,40000_50552055_1,30000_11001_1	2055071	塔克	57	0	1	敏捷试炼（55）	1640	1640
205508	2	6	55	205509	205507	30000_90002_3,30000_90003_1,40000_50600085_1,40000_50551065_1,30000_11001_1	2055081	狂野安东尼	58	0	1	敏捷试炼（55）	1680	1680
205509	2	6	55	0	205508	30000_90002_3,30000_90003_1,40000_50602055_1,40000_50552065_1,30000_11001_1	2055091	巡林者瑞克	59	1	5	敏捷试炼（55）	1720	1720
206001	2	7	60	206002	0	30000_90003_1,30000_90004_1,40000_50650035_1,40000_50603055_1,30000_11001_1	2060011	坚定的格雷格	60	0	1	技巧试炼（60）	1760	1760
206002	2	7	60	206003	206001	30000_90003_1,30000_90004_1,40000_50650025_1,40000_50602065_1,30000_11001_1	2060021	菲德丝的倒影	60	0	1	技巧试炼（60）	1760	1760
206003	2	7	60	206004	206002	30000_90003_1,30000_90004_1,40000_50650085_1,40000_50601055_1,30000_11001_1	2060031	惊人的盖亚	61	1	5	技巧试炼（60）	1810	1810
206004	2	7	60	206005	206003	30000_90003_1,30000_90004_1,40000_50650105_1,40000_50600015_1,30000_11001_1	2060041	驯兽师瓦纳	61	0	1	技巧试炼（60）	1810	1810
206005	2	7	60	206006	206004	30000_90003_1,30000_90004_1,40000_50650045_1,40000_50602055_1,30000_11001_1	2060051	炎之安苏	61	0	1	技巧试炼（60）	1810	1810
206006	2	7	60	206007	206005	30000_90003_1,30000_90004_1,40000_50650095_1,40000_50601065_1,30000_11001_1	2060061	迅捷的维恩	62	1	5	技巧试炼（60）	1860	1860
206007	2	7	60	206008	206006	30000_90003_1,30000_90004_1,40000_50650015_1,40000_50603065_1,30000_11001_1	2060071	暮光预言者	62	0	1	技巧试炼（60）	1860	1860
206008	2	7	60	206009	206007	30000_90003_1,30000_90004_1,40000_50650075_1,40000_50652065_1,30000_11001_1	2060081	卡雷	63	0	1	技巧试炼（60）	1910	1910
206009	2	7	60	0	206008	30000_90003_1,30000_90004_1,40000_50652055_1,40000_50600035_1,30000_11001_1	2060091	日光费雷尔	64	1	5	技巧试炼（60）	1960	1960
206501	2	8	65	206502	0	30000_90003_1,30000_90004_1,40000_50700105_1,40000_50650015_1,30000_11001_1	2065011	坚定的格雷格	65	0	1	技巧试炼（65）	2010	2010
206502	2	8	65	206503	206501	30000_90003_1,30000_90004_1,40000_50700095_1,40000_50651065_1,30000_11001_1	2065021	菲德丝的倒影	65	0	1	技巧试炼（65）	2010	2010
206503	2	8	65	206504	206502	30000_90003_1,30000_90004_1,40000_50700075_1,40000_50702065_1,30000_11001_1	2065031	惊人的盖亚	66	1	5	技巧试炼（65）	2060	2060
206504	2	8	65	206505	206503	30000_90003_1,30000_90004_1,40000_50700085_1,40000_50653065_1,30000_11001_1	2065041	驯兽师瓦纳	66	0	1	技巧试炼（65）	2060	2060
206505	2	8	65	206506	206504	30000_90003_1,30000_90004_1,40000_50700045_1,40000_50653055_1,30000_11001_1	2065051	炎之安苏	66	0	1	技巧试炼（65）	2060	2060
206506	2	8	65	206507	206505	30000_90003_1,30000_90004_1,40000_50700015_1,40000_50652065_1,30000_11001_1	2065061	迅捷的维恩	67	1	5	技巧试炼（65）	2110	2110
206507	2	8	65	206508	206506	30000_90003_1,30000_90004_1,40000_50700025_1,40000_50652055_1,30000_11001_1	2065071	暮光预言者	67	0	1	技巧试炼（65）	2110	2110
206508	2	8	65	206509	206507	30000_90003_1,30000_90004_1,40000_50700035_1,40000_50650035_1,30000_11001_1	2065081	卡雷	68	0	1	技巧试炼（65）	2160	2160
206509	2	8	65	0	206508	30000_90003_1,30000_90004_1,40000_50702055_1,40000_50651055_1,30000_11001_1	2065091	日光费雷尔	69	1	5	技巧试炼（65）	2210	2210
207001	2	9	70	207002	0	30000_90003_1,30000_90004_1,40000_50750045_1,40000_50700015_1,30000_11001_1	2070011	坚定的格雷格	70	0	1	技巧试炼（70）	2260	2260
207002	2	9	70	207003	207001	30000_90003_1,30000_90004_1,40000_50750025_1,40000_50701065_1,30000_11001_1	2070021	菲德丝的倒影	70	0	1	技巧试炼（70）	2260	2260
207003	2	9	70	207004	207002	30000_90003_1,30000_90004_1,40000_50750095_1,40000_50702055_1,30000_11001_1	2070031	惊人的盖亚	71	1	5	技巧试炼（70）	2320	2320
207004	2	9	70	207005	207003	30000_90003_1,30000_90004_1,40000_50750035_1,40000_50752066_1,30000_11001_1	2070041	驯兽师瓦纳	71	0	1	技巧试炼（70）	2320	2320
207005	2	9	70	207006	207004	30000_90003_1,30000_90004_1,40000_50750085_1,40000_50703065_1,30000_11001_1	2070051	炎之安苏	71	0	1	技巧试炼（70）	2320	2320
207006	2	9	70	207007	207005	30000_90003_1,30000_90004_1,40000_50750105_1,40000_50702065_1,30000_11001_1	2070061	迅捷的维恩	72	1	5	技巧试炼（70）	2380	2380
207007	2	9	70	207008	207006	30000_90003_1,30000_90004_1,40000_50750015_1,40000_50700035_1,30000_11001_1	2070071	暮光预言者	72	0	1	技巧试炼（70）	2380	2380
207008	2	9	70	207009	207007	30000_90003_1,30000_90004_1,40000_50750035_1,40000_50703055_1,30000_11001_1	2070081	卡雷	73	0	1	技巧试炼（70）	2440	2440
207009	2	9	70	0	207008	30000_90003_1,30000_90004_1,40000_50752056_1,40000_50701055_1,30000_11001_1	2070091	日光费雷尔	74	1	5	技巧试炼（70）	2500	2500
207501	2	10	75	207502	0	30000_90003_1,30000_90004_1,40000_50800105_1,40000_50752055_1,30000_11001_1	2075011	坚定的格雷格	75	0	1	技巧试炼（75）	2560	2560
207502	2	10	75	207503	207501	30000_90003_1,30000_90004_1,40000_50800085_1,40000_50802066_1,30000_11001_1	2075021	菲德丝的倒影	75	0	1	技巧试炼（75）	2560	2560
207503	2	10	75	207504	207502	30000_90003_1,30000_90004_1,40000_50800095_1,40000_50751065_1,30000_11001_1	2075031	惊人的盖亚	76	1	5	技巧试炼（75）	2620	2620
207504	2	10	75	207505	207503	30000_90003_1,30000_90004_1,40000_50800075_1,40000_50750035_1,30000_11001_1	2075041	驯兽师瓦纳	76	0	1	技巧试炼（75）	2620	2620
207505	2	10	75	207506	207504	30000_90003_1,30000_90004_1,40000_50800025_1,40000_50753065_1,30000_11001_1	2075051	炎之安苏	76	0	1	技巧试炼（75）	2620	2620
207506	2	10	75	207507	207505	30000_90003_1,30000_90004_1,40000_50800045_1,40000_50752065_1,30000_11001_1	2075061	迅捷的维恩	77	1	5	技巧试炼（75）	2680	2680
207507	2	10	75	207508	207506	30000_90003_1,30000_90004_1,40000_50800035_1,40000_50753055_1,30000_11001_1	2075071	暮光预言者	77	0	1	技巧试炼（75）	2680	2680
207508	2	10	75	207509	207507	30000_90003_1,30000_90004_1,40000_50800015_1,40000_50751055_1,30000_11001_1	2075081	卡雷	78	0	1	技巧试炼（75）	2740	2740
207509	2	10	75	0	207508	30000_90003_1,30000_90004_1,40000_50802056_1,40000_50750015_1,30000_11001_1	2075091	日光费雷尔	79	1	5	技巧试炼（75）	2800	2800
208001	2	11	80	208002	0	30000_90003_1,30000_90004_1,40000_50850105_1,40000_50802065_1,30000_11001_1	2080011	坚定的格雷格	80	0	1	技巧试炼（80）	3000	3000
208002	2	11	80	208003	208001	30000_90003_1,30000_90004_1,40000_50850085_1,40000_50802055_1,30000_11001_1	2080021	菲德丝的倒影	80	0	1	技巧试炼（80）	3000	3000
208003	2	11	80	208004	208002	30000_90003_1,30000_90004_1,40000_50850045_1,40000_50800015_1,30000_11001_1	2080031	惊人的盖亚	81	1	5	技巧试炼（80）	3200	3200
208004	2	11	80	208005	208003	30000_90003_1,30000_90004_1,40000_50850025_1,40000_50801055_1,30000_11001_1	2080041	驯兽师瓦纳	81	0	1	技巧试炼（80）	3200	3200
208005	2	11	80	208006	208004	30000_90003_1,30000_90004_1,40000_50850075_1,40000_50801065_1,30000_11001_1	2080051	炎之安苏	81	0	1	技巧试炼（80）	3200	3200
208006	2	11	80	208007	208005	30000_90003_1,30000_90004_1,40000_50850095_1,40000_50803055_1,30000_11001_1	2080061	迅捷的维恩	82	1	5	技巧试炼（80）	3400	3400
208007	2	11	80	208008	208006	30000_90003_1,30000_90004_1,40000_50850015_1,40000_50803065_1,30000_11001_1	2080071	暮光预言者	82	0	1	技巧试炼（80）	3400	3400
208008	2	11	80	208009	208007	30000_90003_1,30000_90004_1,40000_50850035_1,40000_50800035_1,30000_11001_1	2080081	卡雷	83	0	1	技巧试炼（80）	3600	3600
208009	2	11	80	0	208008	30000_90003_1,30000_90004_1,40000_50852056_1,40000_50852066_1,30000_11001_1	2080091	日光费雷尔	84	1	5	技巧试炼（80）	3800	3800
208501	2	12	85	208502	0	30000_90004_1,30000_90005_1,40000_50900105_1,40000_50852065_1,30000_11001_1	2085011	咒术大师	85	0	1	沉着试炼（85）	4000	4000
208502	2	12	85	208503	208501	30000_90004_1,30000_90005_1,40000_50900025_1,40000_50853065_1,30000_11001_1	2085021	拨弄的赛亚	85	0	1	沉着试炼（85）	4000	4000
208503	2	12	85	208504	208502	30000_90004_1,30000_90005_1,40000_50900045_1,40000_50851055_1,30000_11001_1	2085031	法力风暴	86	1	5	沉着试炼（85）	4200	4200
208504	2	12	85	208505	208503	30000_90004_1,30000_90005_1,40000_50900075_1,40000_50851065_1,30000_11001_1	2085041	火舞者	86	0	1	沉着试炼（85）	4200	4200
208505	2	12	85	208506	208504	30000_90004_1,30000_90005_1,40000_50900085_1,40000_50850035_1,30000_11001_1	2085051	血誓议会	86	0	1	沉着试炼（85）	4200	4200
208506	2	12	85	208507	208505	30000_90004_1,30000_90005_1,40000_50900095_1,40000_50850015_1,30000_11001_1	2085061	舞钢者拜伦	87	1	5	沉着试炼（85）	4400	4400
208507	2	12	85	208508	208506	30000_90004_1,30000_90005_1,40000_50900015_1,40000_50853055_1,30000_11001_1	2085071	风暴之王	87	0	1	沉着试炼（85）	4400	4400
208508	2	12	85	208509	208507	30000_90004_1,30000_90005_1,40000_50900035_1,40000_50852055_1,30000_11001_1	2085081	雷伊战争使者	88	0	1	沉着试炼（85）	4600	4600
208509	2	12	85	0	208508	30000_90004_1,30000_90005_1,40000_50902055_1,40000_50902066_1,30000_11001_1	2085091	暴君泰伦	89	1	5	沉着试炼（85）	4800	4800
209001	2	13	90	209002	0	30000_90004_1,30000_90005_1,40000_50900105_1,40000_50902055_1,30000_11001_1	2090011	咒术大师	90	0	1	沉着试炼（90）	5000	5000
209002	2	13	90	209003	209001	30000_90004_1,30000_90005_1,40000_50900025_1,40000_50900035_1,30000_11001_1	2090021	拨弄的赛亚	90	0	1	沉着试炼（90）	5000	5000
209003	2	13	90	209004	209002	30000_90004_1,30000_90005_1,40000_50900046_1,40000_50902065_1,30000_11001_1	2090031	法力风暴	91	1	5	沉着试炼（90）	5200	5200
209004	2	13	90	209005	209003	30000_90004_1,30000_90005_1,40000_50900076_1,40000_50901055_1,30000_11001_1	2090041	火舞者	91	0	1	沉着试炼（90）	5200	5200
209005	2	13	90	209006	209004	30000_90004_1,30000_90005_1,40000_50900085_1,40000_50901065_1,30000_11001_1	2090051	血誓议会	91	0	1	沉着试炼（90）	5200	5200
209006	2	13	90	209007	209005	30000_90004_1,30000_90005_1,40000_50900095_1,40000_50900015_1,30000_11001_1	2090061	舞钢者拜伦	92	1	5	沉着试炼（90）	5400	5400
209007	2	13	90	209008	209006	30000_90004_1,30000_90005_1,40000_50900015_1,40000_50902065_1,30000_11001_1	2090071	风暴之王	92	0	1	沉着试炼（90）	5400	5400
209008	2	13	90	209009	209007	30000_90004_1,30000_90005_1,40000_50900035_1,40000_50903055_1,30000_11001_1	2090081	雷伊战争使者	93	0	1	沉着试炼（90）	5600	5600
209009	2	13	90	0	209008	30000_90004_1,30000_90005_1,40000_50902056_1,40000_50903065_1,30000_11001_1	2090091	暴君泰伦	94	1	5	沉着试炼（90）	5800	5800
209501	2	14	95	209502	0	30000_90004_1,30000_90005_1,40000_50950105_1,40000_50950015_1,30000_11001_1	2095011	咒术大师	95	0	1	沉着试炼（95）	6000	6000
209502	2	14	95	209503	209501	30000_90004_1,30000_90005_1,40000_50950025_1,40000_50952055_1,30000_11001_1	2095021	拨弄的赛亚	95	0	1	沉着试炼（95）	6000	6000
209503	2	14	95	209504	209502	30000_90004_1,30000_90005_1,40000_50950046_1,40000_50952065_1,30000_11001_1	2095031	法力风暴	96	1	5	沉着试炼（95）	6200	6200
209504	2	14	95	209505	209503	30000_90004_1,30000_90005_1,40000_50950076_1,40000_50950035_1,30000_11001_1	2095041	火舞者	96	0	1	沉着试炼（95）	6200	6200
209505	2	14	95	209506	209504	30000_90004_1,30000_90005_1,40000_50950085_1,40000_50953065_1,30000_11001_1	2095051	血誓议会	96	0	1	沉着试炼（95）	6200	6200
209506	2	14	95	209507	209505	30000_90004_1,30000_90005_1,40000_50950095_1,40000_50951055_1,30000_11001_1	2095061	舞钢者拜伦	97	1	5	沉着试炼（95）	6400	6400
209507	2	14	95	209508	209506	30000_90004_1,30000_90005_1,40000_50950015_1,40000_50952065_1,30000_11001_1	2095071	风暴之王	97	0	1	沉着试炼（95）	6400	6400
209508	2	14	95	209509	209507	30000_90004_1,30000_90005_1,40000_50950035_1,40000_50953055_1,30000_11001_1	2095081	雷伊战争使者	98	0	1	沉着试炼（95）	6600	6600
209509	2	14	95	0	209508	30000_90004_1,30000_90005_1,40000_50952056_1,40000_50953065_1,30000_11001_1	2095091	暴君泰伦	99	1	5	沉着试炼（95）	6800	6800
210001	2	15	100	210002	0	30000_90004_1,30000_90005_1,40000_51000105_1,40000_51000015_1,30000_11001_1	2100011	咒术大师	100	0	1	沉着试炼（100）	7000	7000
210002	2	15	100	210003	210001	30000_90004_1,30000_90005_1,40000_51000025_1,40000_51002055_1,30000_11001_1	2100021	拨弄的赛亚	100	0	1	沉着试炼（100）	7000	7000
210003	2	15	100	210004	210002	30000_90004_1,30000_90005_1,40000_51000046_1,40000_51002065_1,30000_11001_1	2100031	法力风暴	101	1	5	沉着试炼（100）	7200	7200
210004	2	15	100	210005	210003	30000_90004_1,30000_90005_1,40000_51000076_1,40000_51000035_1,30000_11001_1	2100041	火舞者	101	0	1	沉着试炼（100）	7200	7200
210005	2	15	100	210006	210004	30000_90004_1,30000_90005_1,40000_51000085_1,40000_51003065_1,30000_11001_1	2100051	血誓议会	101	0	1	沉着试炼（100）	7200	7200
210006	2	15	100	210007	210005	30000_90004_1,30000_90005_1,40000_51000095_1,40000_51001055_1,30000_11001_1	2100061	舞钢者拜伦	102	1	5	沉着试炼（100）	7500	7500
210007	2	15	100	210008	210006	30000_90004_1,30000_90005_1,40000_51000015_1,40000_51002065_1,30000_11001_1	2100071	风暴之王	102	0	1	沉着试炼（100）	7500	7500
210008	2	15	100	210009	210007	30000_90004_1,30000_90005_1,40000_51000035_1,40000_51003055_1,30000_11001_1	2100081	雷伊战争使者	102	0	1	沉着试炼（100）	7500	7500
210009	2	15	100	0	210008	30000_90004_1,30000_90005_1,40000_51002056_1,40000_51003065_1,30000_11001_1	2100091	暴君泰伦	102	1	5	沉着试炼（100）	7500	7500
303001	3	1	30	303002	0	30000_90002_3,30000_90003_1,40000_50350105_1,40000_50303065_1,30000_11001_1	3030011	法师幻象	30	0	1	知识试炼（30）	660	660
303002	3	1	30	303003	303001	30000_90002_3,30000_90003_1,40000_50350075_1,40000_50301055_1,30000_11001_1	3030021	法力风暴	30	0	1	知识试炼（30）	660	660
303003	3	1	30	303004	303002	30000_90002_3,30000_90003_1,40000_50350045_1,40000_50301065_1,30000_11001_1	3030031	角斗士里奥	31	1	5	知识试炼（30）	690	690
303004	3	1	30	303005	303003	30000_90002_3,30000_90003_1,40000_50350025_1,40000_50302055_1,30000_11001_1	3030041	荒野游侠	31	0	1	知识试炼（30）	690	690
303005	3	1	30	303006	303004	30000_90002_3,30000_90003_1,40000_50350095_1,40000_50303055_1,30000_11001_1	3030051	憾地者	31	0	1	知识试炼（30）	690	690
303006	3	1	30	303007	303005	30000_90002_3,30000_90003_1,40000_50350085_1,40000_50300015_1,30000_11001_1	3030061	拉兹	32	1	5	知识试炼（30）	720	720
303007	3	1	30	303008	303006	30000_90002_3,30000_90003_1,40000_50350015_1,40000_50353066_1,30000_11001_1	3030071	塔克	32	0	1	知识试炼（30）	720	720
303008	3	1	30	303009	303007	30000_90002_3,30000_90003_1,40000_50350035_1,40000_50302065_1,30000_11001_1	3030081	狂野安东尼	33	0	1	知识试炼（30）	750	750
303009	3	1	30	0	303008	30000_90002_3,30000_90003_1,40000_50353055_1,40000_50300035_1,30000_11001_1	3030091	巡林者瑞克	34	1	5	知识试炼（30）	780	780
303501	3	2	35	303502	0	30000_90002_3,30000_90003_1,40000_50400015_1,40000_50353065_1,30000_11001_1	3035011	法师幻象	35	0	1	知识试炼（35）	810	810
303502	3	2	35	303503	303501	30000_90002_3,30000_90003_1,40000_50400095_1,40000_50352055_1,30000_11001_1	3035021	法力风暴	35	0	1	知识试炼（35）	810	810
303503	3	2	35	303504	303502	30000_90002_3,30000_90003_1,40000_50400045_1,40000_50351055_1,30000_11001_1	3035031	角斗士里奥	36	1	5	知识试炼（35）	840	840
303504	3	2	35	303505	303503	30000_90002_3,30000_90003_1,40000_50400085_1,40000_50403065_1,30000_11001_1	3035041	荒野游侠	36	0	1	知识试炼（35）	840	840
303505	3	2	35	303506	303504	30000_90002_3,30000_90003_1,40000_50400075_1,40000_50351065_1,30000_11001_1	3035051	憾地者	36	0	1	知识试炼（35）	840	840
303506	3	2	35	303507	303505	30000_90002_3,30000_90003_1,40000_50400025_1,40000_50350015_1,30000_11001_1	3035061	拉兹	37	1	5	知识试炼（35）	870	870
303507	3	2	35	303508	303506	30000_90002_3,30000_90003_1,40000_50400105_1,40000_50353055_1,30000_11001_1	3035071	塔克	37	0	1	知识试炼（35）	870	870
303508	3	2	35	303509	303507	30000_90002_3,30000_90003_1,40000_50400035_1,40000_50350035_1,30000_11001_1	3035081	狂野安东尼	38	0	1	知识试炼（35）	900	900
303509	3	2	35	0	303508	30000_90002_3,30000_90003_1,40000_50403056_1,40000_50352065_1,30000_11001_1	3035091	巡林者瑞克	39	1	5	知识试炼（35）	930	930
304001	3	3	40	304002	0	30000_90002_3,30000_90003_1,40000_50450025_1,40000_50403065_1,30000_11001_1	3040011	法师幻象	40	0	1	知识试炼（40）	960	960
304002	3	3	40	304003	304001	30000_90002_3,30000_90003_1,40000_50450105_1,40000_50400015_1,30000_11001_1	3040021	法力风暴	40	0	1	知识试炼（40）	960	960
304003	3	3	40	304004	304002	30000_90002_3,30000_90003_1,40000_50450045_1,40000_50401055_1,30000_11001_1	3040031	角斗士里奥	41	1	5	知识试炼（40）	1000	1000
304004	3	3	40	304005	304003	30000_90002_3,30000_90003_1,40000_50450075_1,40000_50401065_1,30000_11001_1	3040041	荒野游侠	41	0	1	知识试炼（40）	1000	1000
304005	3	3	40	304006	304004	30000_90002_3,30000_90003_1,40000_50450035_1,40000_50402065_1,30000_11001_1	3040051	憾地者	41	0	1	知识试炼（40）	1000	1000
304006	3	3	40	304007	304005	30000_90002_3,30000_90003_1,40000_50450095_1,40000_50402055_1,30000_11001_1	3040061	拉兹	42	1	5	知识试炼（40）	1040	1040
304007	3	3	40	304008	304006	30000_90002_3,30000_90003_1,40000_50450015_1,40000_50453065_1,30000_11001_1	3040071	塔克	42	0	1	知识试炼（40）	1040	1040
304008	3	3	40	304009	304007	30000_90002_3,30000_90003_1,40000_50450085_1,40000_50400035_1,30000_11001_1	3040081	狂野安东尼	43	0	1	知识试炼（40）	1080	1080
304009	3	3	40	0	304008	30000_90002_3,30000_90003_1,40000_50453056_1,40000_50403055_1,30000_11001_1	3040091	巡林者瑞克	44	1	5	知识试炼（40）	1120	1120
304501	3	4	45	304502	0	30000_90002_3,30000_90003_1,40000_50500045_1,40000_50452065_1,30000_11001_1	3045011	法师幻象	45	0	1	知识试炼（45）	1160	1160
304502	3	4	45	304503	304501	30000_90002_3,30000_90003_1,40000_50500075_1,40000_50451065_1,30000_11001_1	3045021	法力风暴	45	0	1	知识试炼（45）	1160	1160
304503	3	4	45	304504	304502	30000_90002_3,30000_90003_1,40000_50500025_1,40000_50452055_1,30000_11001_1	3045031	角斗士里奥	46	1	5	知识试炼（45）	1200	1200
304504	3	4	45	304505	304503	30000_90002_3,30000_90003_1,40000_50500105_1,40000_50453055_1,30000_11001_1	3045041	荒野游侠	46	0	1	知识试炼（45）	1200	1200
304505	3	4	45	304506	304504	30000_90002_3,30000_90003_1,40000_50500095_1,40000_50451055_1,30000_11001_1	3045051	憾地者	46	0	1	知识试炼（45）	1200	1200
304506	3	4	45	304507	304505	30000_90002_3,30000_90003_1,40000_50500085_1,40000_50453065_1,30000_11001_1	3045061	拉兹	47	1	5	知识试炼（45）	1240	1240
304507	3	4	45	304508	304506	30000_90002_3,30000_90003_1,40000_50500035_1,40000_50503066_1,30000_11001_1	3045071	塔克	47	0	1	知识试炼（45）	1240	1240
304508	3	4	45	304509	304507	30000_90002_3,30000_90003_1,40000_50500015_1,40000_50450035_1,30000_11001_1	3045081	狂野安东尼	48	0	1	知识试炼（45）	1280	1280
304509	3	4	45	0	304508	30000_90002_3,30000_90003_1,40000_50503056_1,40000_50450015_1,30000_11001_1	3045091	巡林者瑞克	49	1	5	知识试炼（45）	1320	1320
305001	3	5	50	305002	0	30000_90002_3,30000_90003_1,40000_50550045_1,40000_50502065_1,30000_11001_1	3050011	法师幻象	50	0	1	知识试炼（50）	1360	1360
305002	3	5	50	305003	305001	30000_90002_3,30000_90003_1,40000_50550015_1,40000_50501055_1,30000_11001_1	3050021	法力风暴	50	0	1	知识试炼（50）	1360	1360
305003	3	5	50	305004	305002	30000_90002_3,30000_90003_1,40000_50550105_1,40000_50503055_1,30000_11001_1	3050031	角斗士里奥	51	1	5	知识试炼（50）	1400	1400
305004	3	5	50	305005	305003	30000_90002_3,30000_90003_1,40000_50550075_1,40000_50503065_1,30000_11001_1	3050041	荒野游侠	51	0	1	知识试炼（50）	1400	1400
